paths,target,contrast,energy,homogeneity,correlation,dissimilarity
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated2-rotated3.jpg,no fracture,175.9480574,0.246050778,0.584125617,0.963610573,4.752433237
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated3-rotated1-rotated1.jpg,no fracture,95.8951094,0.23943859,0.655468408,0.979433128,3.146114865
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated3-rotated1-rotated2-rotated1.jpg,no fracture,124.3599381,0.235306711,0.59410252,0.973841962,4.05154038
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated3-rotated1-rotated3-rotated1.jpg,no fracture,124.7298102,0.234650383,0.58345808,0.973894192,4.120736808
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated3-rotated2-rotated2-rotated1.jpg,no fracture,125.5191039,0.232037242,0.603525785,0.973551836,3.92454955
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated3-rotated2-rotated3-rotated1.jpg,no fracture,142.8833253,0.238859616,0.602843022,0.970122396,4.170527671
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated3-rotated2-rotated3.jpg,no fracture,161.1448078,0.239071673,0.609872397,0.966442861,4.196689994
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated3-rotated3-rotated1-rotated1.jpg,no fracture,114.002212,0.240880901,0.640019392,0.976061152,3.372747748
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated3-rotated3-rotated2-rotated1.jpg,no fracture,138.9601633,0.234313624,0.605642638,0.970862318,4.024714447
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated3-rotated3-rotated3-rotated1.jpg,no fracture,152.5760738,0.23850852,0.563257934,0.968336004,4.76095962
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated3-rotated3-rotated3.jpg,no fracture,177.6993444,0.24453386,0.571782577,0.963371373,4.921151062
./pages/models/Bone Fracture Detection/Baseline/no fracture/19-rotated3-rotated3.jpg,no fracture,150.4045005,0.244051865,0.640447219,0.968340076,3.754122426
./pages/models/Bone Fracture Detection/Baseline/no fracture/19.jpg,no fracture,32.40685691,0.336570057,0.801241735,0.993115924,1.187644116
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated1-rotated1.jpg,no fracture,149.8262548,0.240505194,0.618876646,0.977531818,4.377895753
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated1-rotated2-rotated1.jpg,no fracture,131.6105816,0.222153298,0.605797273,0.98036518,4.246641731
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated1-rotated3-rotated1.jpg,no fracture,155.0946348,0.235256034,0.595400469,0.976936291,4.921090734
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated1-rotated3.jpg,no fracture,169.6145431,0.234955016,0.605246447,0.974819406,4.908462033
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated1.jpg,no fracture,208.8884733,0.232138459,0.615279769,0.970328823,5.231740669
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated2-rotated1.jpg,no fracture,140.0147201,0.237279866,0.611660801,0.97883126,4.300233269
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated2-rotated2.jpg,no fracture,171.1145431,0.236398477,0.629668485,0.974904464,4.549589768
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated2-rotated3.jpg,no fracture,169.0966256,0.235556608,0.604534323,0.974795674,4.800776223
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated3-rotated1.jpg,no fracture,197.6589447,0.225512257,0.612377647,0.971542427,5.046854891
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated3-rotated2-rotated1.jpg,no fracture,131.5261824,0.221300541,0.609343775,0.980378961,4.173141892
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated3-rotated2.jpg,no fracture,142.9162243,0.225179012,0.604678659,0.978759904,4.310891248
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated3-rotated3-rotated1.jpg,no fracture,124.1305502,0.228290667,0.607717054,0.98145821,4.133244852
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated3-rotated3.jpg,no fracture,145.7207207,0.228869382,0.613607645,0.978358662,4.299469112
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1-rotated3.jpg,no fracture,217.1310931,0.237157707,0.617595399,0.968919581,5.239080598
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated1.jpg,no fracture,192.7653032,0.259700438,0.625183515,0.971232529,4.657758205
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated2-rotated1-rotated1.jpg,no fracture,141.7143058,0.231822406,0.617450944,0.979618116,4.271175193
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated2-rotated1-rotated2-rotated1.jpg,no fracture,164.8069498,0.233599147,0.580733791,0.975688164,5.256716538
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated2-rotated1-rotated2.jpg,no fracture,178.2487733,0.233984049,0.590153879,0.973686711,5.237069659
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated2-rotated1-rotated3.jpg,no fracture,164.6293034,0.224465927,0.589292383,0.975392906,4.842221686
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated2-rotated2-rotated1-rotated1.jpg,no fracture,127.8765283,0.224851155,0.61014838,0.980772769,4.154882561
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated2-rotated2-rotated2.jpg,no fracture,164.8214286,0.224971867,0.593247086,0.975388982,4.824203668
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated2-rotated3-rotated2.jpg,no fracture,156.3551319,0.236178995,0.613042784,0.976598443,4.518098456
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated2-rotated3-rotated3-rotated1.jpg,no fracture,148.8161398,0.222724476,0.592101544,0.977719657,4.682573198
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated2-rotated3-rotated3.jpg,no fracture,172.752212,0.235306953,0.600771041,0.974305021,4.982464607
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated2-rotated3.jpg,no fracture,213.959379,0.237917982,0.596028868,0.968519568,5.538408945
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated2.jpg,no fracture,216.9872305,0.25405393,0.621688815,0.968235313,4.942668115
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated3-rotated1-rotated1-rotated1.jpg,no fracture,150.9880349,0.216307598,0.605768307,0.978255131,4.427505631
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated3-rotated1-rotated3-rotated1.jpg,no fracture,184.8565999,0.219358148,0.602717307,0.973428488,4.945523649
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated3-rotated2-rotated1.jpg,no fracture,251.9079191,0.23655974,0.619661071,0.96438818,5.456302284
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated3-rotated2-rotated2-rotated1.jpg,no fracture,161.351291,0.231981551,0.592220463,0.97604781,5.086812259
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated3-rotated2-rotated2.jpg,no fracture,203.0737814,0.227336578,0.598243432,0.970165306,5.319679054
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated3-rotated2-rotated3.jpg,no fracture,183.726653,0.23203659,0.593992877,0.972860862,5.276846042
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated3-rotated3-rotated1.jpg,no fracture,190.7570785,0.236861665,0.593902035,0.971856395,5.351552445
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated3-rotated3-rotated2-rotated1.jpg,no fracture,134.1308317,0.226432036,0.611738154,0.980462534,4.236727799
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated3-rotated3-rotated3-rotated1.jpg,no fracture,158.9071348,0.23316147,0.584950663,0.976572289,5.05284749
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated3-rotated3.jpg,no fracture,212.402751,0.239961474,0.603387154,0.968833714,5.480413449
./pages/models/Bone Fracture Detection/Baseline/no fracture/20-rotated3.jpg,no fracture,240.4213522,0.237865621,0.601031802,0.964756547,5.652529762
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated1-rotated1-rotated1.jpg,no fracture,99.19522201,0.30671416,0.658753764,0.980526798,3.015202703
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated1-rotated1.jpg,no fracture,157.4385859,0.285382495,0.623155941,0.970658328,4.378257722
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated1-rotated2-rotated1.jpg,no fracture,128.1979569,0.281484584,0.633292107,0.975580447,3.82613417
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated1-rotated2.jpg,no fracture,148.7131596,0.30059271,0.643987217,0.971855167,3.994288932
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated1-rotated3-rotated1.jpg,no fracture,88.3869852,0.302406431,0.706149353,0.983094217,2.452059202
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated1-rotated3.jpg,no fracture,81.8279038,0.312796127,0.707224554,0.984199018,2.39760296
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated2-rotated1.jpg,no fracture,166.4071348,0.281377915,0.621332438,0.969350559,4.627935972
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated2-rotated3-rotated1.jpg,no fracture,117.141369,0.300046981,0.660496166,0.977517405,3.297779923
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated2-rotated3.jpg,no fracture,105.8633567,0.299736918,0.665046405,0.979641802,2.954532658
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated3-rotated1-rotated1.jpg,no fracture,127.0989181,0.296596414,0.656490688,0.976298464,3.593005952
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated3-rotated1.jpg,no fracture,118.2327461,0.289293438,0.648908995,0.977568517,3.247828185
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated3-rotated2-rotated1.jpg,no fracture,102.7911036,0.293053787,0.669907106,0.980739982,2.92121139
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated3-rotated2.jpg,no fracture,141.1333253,0.299767748,0.664665153,0.973744556,3.534829472
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated3-rotated3-rotated1.jpg,no fracture,122.3052204,0.29739619,0.672871773,0.977040993,3.172699485
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated3-rotated3.jpg,no fracture,101.1660634,0.288702611,0.68840348,0.98083018,2.685006435
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1-rotated3.jpg,no fracture,87.45374839,0.296393077,0.668808117,0.983461265,2.850908945
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated1.jpg,no fracture,113.4825048,0.316416822,0.678397749,0.978075384,3.04786036
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated2-rotated1-rotated2-rotated1.jpg,no fracture,63.5909749,0.300985715,0.678254394,0.987619598,2.531973938
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated2-rotated1-rotated3-rotated1.jpg,no fracture,120.7500201,0.286465625,0.631031999,0.977068445,3.580417471
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated2-rotated2-rotated1-rotated1.jpg,no fracture,127.4283301,0.281723799,0.621338817,0.975735834,3.796171171
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated2-rotated2-rotated1.jpg,no fracture,119.9800917,0.303445724,0.686817956,0.977506974,3.000361969
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated2-rotated2-rotated2-rotated1.jpg,no fracture,151.9346042,0.293045106,0.635487774,0.971386284,4.178692085
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated2-rotated2-rotated2.jpg,no fracture,177.6297056,0.288875291,0.634474956,0.966665431,4.301439833
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated2-rotated2.jpg,no fracture,123.4741393,0.305620682,0.69635806,0.976831238,2.895431145
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated2-rotated3-rotated1-rotated1.jpg,no fracture,142.0987371,0.28985953,0.628710444,0.97336498,4.232746139
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated2-rotated3-rotated1.jpg,no fracture,111.2537202,0.293412133,0.675312291,0.979159498,2.988839286
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated2-rotated3.jpg,no fracture,139.6638312,0.298714156,0.675580999,0.974066866,3.278535232
./pages/models/Bone Fracture Detection/Baseline/no fracture/21-rotated2.jpg,no fracture,212.0817648,0.29484218,0.631899184,0.960824961,4.73238417
./pages/models/Bone Fracture Detection/Baseline/no fracture/21.jpg,no fracture,35.40143838,0.353664455,0.794482019,0.993237521,1.258268687
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated2-rotated3-rotated2-rotated1.jpg,no fracture,100.6200531,0.138652492,0.558718892,0.973685448,3.675032175
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated2-rotated3-rotated3-rotated1.jpg,no fracture,128.958454,0.170627025,0.46961341,0.970209418,5.271356178
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated2-rotated3-rotated3.jpg,no fracture,148.173162,0.172363243,0.470939216,0.96580489,5.573741152
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3-rotated1-rotated1-rotated1.jpg,no fracture,122.0357143,0.163428061,0.481721967,0.971115952,4.959379022
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3-rotated1-rotated1.jpg,no fracture,152.1878218,0.128339724,0.529585069,0.952651773,4.402308559
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3-rotated1-rotated2.jpg,no fracture,132.8069297,0.150776633,0.495900984,0.967548967,4.771858912
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3-rotated1-rotated3-rotated1.jpg,no fracture,125.2653636,0.164683091,0.472218276,0.970668199,5.126689189
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3-rotated2-rotated2-rotated1.jpg,no fracture,114.9700772,0.130480184,0.527291969,0.969508298,4.122305341
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3-rotated2-rotated2.jpg,no fracture,139.4616112,0.133742337,0.508770314,0.963329409,4.587053571
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3-rotated3-rotated1.jpg,no fracture,115.8850949,0.127961943,0.531051748,0.963617718,4.04090251
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3-rotated3-rotated2-rotated1.jpg,no fracture,98.94118002,0.156997799,0.563723432,0.975372326,3.659527831
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3-rotated3-rotated2.jpg,no fracture,98.87252654,0.158204247,0.564712211,0.975393718,3.655707046
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3-rotated3-rotated3-rotated1.jpg,no fracture,101.1782899,0.154428433,0.569254445,0.974961736,3.632722008
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3-rotated3.jpg,no fracture,145.8697112,0.13441636,0.54438306,0.954509516,4.303873069
./pages/models/Bone Fracture Detection/Baseline/no fracture/4-rotated3.jpg,no fracture,177.4802526,0.152788062,0.50604182,0.955707746,5.086832368
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated1-rotated1-rotated1.jpg,no fracture,128.0366795,0.190701565,0.567194445,0.978838622,3.868926963
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated1-rotated2.jpg,no fracture,146.8854167,0.196426668,0.570738157,0.975810604,4.058799871
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated1-rotated3.jpg,no fracture,157.6478242,0.203455279,0.560450524,0.974526057,4.430964447
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated1.jpg,no fracture,144.9414414,0.208022174,0.553722141,0.975841047,4.223013192
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated2-rotated1-rotated1.jpg,no fracture,143.4785232,0.204998861,0.535728565,0.976885028,4.593709781
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated2-rotated2-rotated1.jpg,no fracture,135.547418,0.195254215,0.579052505,0.977879853,3.86402027
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated2.jpg,no fracture,179.8060248,0.207649049,0.562004418,0.971077756,4.620817246
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated3-rotated1-rotated1.jpg,no fracture,155.0045648,0.209524798,0.517464771,0.975243155,5.011160714
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated3-rotated1.jpg,no fracture,125.0689752,0.205798571,0.559327388,0.979679513,3.94980695
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated3-rotated2.jpg,no fracture,160.4890404,0.207121321,0.541580749,0.974189591,4.696770431
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated3-rotated3-rotated1.jpg,no fracture,143.5450249,0.20901859,0.536070906,0.97686932,4.593367921
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1-rotated3-rotated3.jpg,no fracture,159.5255993,0.206771161,0.548069626,0.974314228,4.615890444
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated1.jpg,no fracture,186.8581885,0.216254744,0.571632167,0.969450345,4.432794402
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2-rotated1-rotated3-rotated1.jpg,no fracture,143.591176,0.208912146,0.52540899,0.976998574,4.711269305
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2-rotated1.jpg,no fracture,132.4177526,0.212292081,0.565787014,0.977930055,4.080839768
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2-rotated2-rotated1-rotated1.jpg,no fracture,146.7066643,0.205447144,0.525357814,0.976426048,4.768440315
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2-rotated2-rotated2.jpg,no fracture,155.222611,0.19289786,0.566783154,0.974794723,4.199444981
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2-rotated2-rotated3-rotated1.jpg,no fracture,154.426279,0.209698501,0.512205344,0.975366655,5.056587838
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2-rotated3-rotated1-rotated1.jpg,no fracture,119.3904842,0.202373275,0.542506474,0.980508939,4.062861969
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2-rotated3-rotated1.jpg,no fracture,160.315074,0.209228238,0.536952676,0.974449434,4.709017053
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2-rotated3-rotated2.jpg,no fracture,125.2954875,0.208979004,0.555212072,0.979635676,4.02827381
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2-rotated3-rotated3-rotated1.jpg,no fracture,115.9518179,0.203078419,0.54308559,0.981074951,4.040701416
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2-rotated3-rotated3.jpg,no fracture,128.4899252,0.205737236,0.548675999,0.979127684,4.138372748
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2-rotated3.jpg,no fracture,200.324083,0.218760475,0.524992299,0.968266195,5.398970399
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated2.jpg,no fracture,179.8150137,0.227780778,0.582829382,0.97045129,4.361546815
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated1-rotated1-rotated1.jpg,no fracture,134.7185288,0.194661442,0.56276066,0.978072062,4.036659427
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated1-rotated1.jpg,no fracture,118.7422378,0.202526605,0.556668354,0.980481648,3.902992278
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated1-rotated3-rotated1.jpg,no fracture,102.2320222,0.199785657,0.580309139,0.983331594,3.50864704
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated1-rotated3.jpg,no fracture,147.6762186,0.198086656,0.568326579,0.976091718,4.030787484
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated1.jpg,no fracture,171.4472329,0.206935686,0.527993945,0.972537042,4.862612613
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated2-rotated1-rotated1.jpg,no fracture,93.60388514,0.200639243,0.578065724,0.984586548,3.460706242
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated2-rotated1.jpg,no fracture,169.1603121,0.211613526,0.524378511,0.97269847,4.879826255
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated2-rotated3-rotated1.jpg,no fracture,143.0245938,0.194947683,0.567790387,0.97661173,3.999215734
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated2-rotated3.jpg,no fracture,143.370596,0.195768632,0.567893195,0.976556518,3.99901464
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated3-rotated2.jpg,no fracture,131.5204513,0.196848028,0.580356295,0.978627211,3.783321268
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated3-rotated3-rotated1.jpg,no fracture,170.3342383,0.216474816,0.523256884,0.972912352,5.137729247
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated3-rotated3.jpg,no fracture,170.4585344,0.218679201,0.525169342,0.972888961,5.136824324
./pages/models/Bone Fracture Detection/Baseline/no fracture/5-rotated3-rotated3.jpg,no fracture,213.1124718,0.218631281,0.509452091,0.966000294,5.6346324
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated1-rotated1-rotated1.jpg,no fracture,121.8840492,0.16384348,0.505458313,0.981745247,5.14096686
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated1-rotated1.jpg,no fracture,179.9783221,0.148483047,0.484861035,0.975656651,5.828225547
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated1-rotated2-rotated1.jpg,no fracture,142.8503459,0.189756016,0.523918778,0.978821322,5.06350547
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated1-rotated2.jpg,no fracture,155.7142656,0.189151731,0.528551556,0.976925054,5.223435489
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated1-rotated3-rotated1.jpg,no fracture,151.2982827,0.193966059,0.526784426,0.977761906,5.097108269
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated1-rotated3.jpg,no fracture,159.4874115,0.191824554,0.526816627,0.976524587,5.223455598
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated2-rotated2-rotated1.jpg,no fracture,147.0810006,0.160732445,0.501303203,0.977949883,5.305944337
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated2-rotated2.jpg,no fracture,129.4744208,0.172152583,0.516996306,0.980691111,5.198238417
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated2-rotated3-rotated1.jpg,no fracture,153.3456805,0.159998046,0.498686964,0.977008582,5.349621943
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated2-rotated3.jpg,no fracture,129.4744208,0.172152583,0.516996306,0.980691111,5.198238417
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated3-rotated1-rotated1.jpg,no fracture,131.4862251,0.16260901,0.510430482,0.981284754,5.19017455
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated3-rotated1.jpg,no fracture,204.6085907,0.158147772,0.499122115,0.96972043,5.872787967
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated3-rotated2-rotated1.jpg,no fracture,142.2727035,0.178015489,0.542303024,0.979707196,4.608731499
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated3-rotated3-rotated1.jpg,no fracture,87.81225869,0.192451498,0.557367348,0.987177525,3.885497104
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1-rotated3-rotated3.jpg,no fracture,103.1983792,0.195379961,0.580229979,0.985011181,3.875462516
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated1.jpg,no fracture,214.3877494,0.157137458,0.486158061,0.971337673,6.217664093
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated1-rotated1-rotated1.jpg,no fracture,144.3879706,0.151096524,0.498380544,0.980120936,5.247848295
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated1-rotated2.jpg,no fracture,193.3125,0.148867462,0.491825782,0.973718975,5.686655405
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated1-rotated3-rotated1.jpg,no fracture,86.93122587,0.192585219,0.560772024,0.987448095,3.891690798
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated1.jpg,no fracture,203.446509,0.155077583,0.510958742,0.972081589,5.456724582
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated2-rotated1.jpg,no fracture,149.4434524,0.160798024,0.522907752,0.979332842,4.862411519
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated2-rotated2-rotated1.jpg,no fracture,216.2534789,0.147338669,0.492490434,0.97003419,5.634270431
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated2-rotated3.jpg,no fracture,146.4372989,0.167937677,0.513870461,0.97921554,5.367479086
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated2.jpg,no fracture,249.2537001,0.147279792,0.487419962,0.96612834,6.090492278
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated3-rotated1-rotated1.jpg,no fracture,178.8650458,0.145767917,0.493844772,0.975121504,5.39693935
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated3-rotated1.jpg,no fracture,156.8241836,0.156544534,0.512987744,0.977948805,5.124215734
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated3-rotated2.jpg,no fracture,158.3030486,0.159636817,0.510696645,0.977982079,5.344353282
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated1-rotated1-rotated1.jpg,no fracture,95.73962355,0.177306756,0.564415777,0.986273706,3.859194015
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated1-rotated2-rotated1.jpg,no fracture,108.6097571,0.170914867,0.548599593,0.984644121,4.151544402
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated1-rotated3-rotated1.jpg,no fracture,130.8305381,0.173933706,0.518107889,0.98125998,5.138211873
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated1-rotated3.jpg,no fracture,159.2450732,0.171275718,0.518127845,0.977578952,5.390021718
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated1.jpg,no fracture,113.7439069,0.195286854,0.566547316,0.983722494,4.133184524
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated2-rotated1-rotated1.jpg,no fracture,89.49211712,0.186078515,0.575218465,0.987145709,3.709419241
./pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated2-rotated2-rotated1.jpg,no fracture,135.093006,0.159848164,0.517456137,0.980826685,4.875020109
